Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788816235,9,,Aggregated,5.700000,2.500000,7,8,9,10,14,41,43,46,490,490,490,833,391,7,10.892854982513,1.458899991121143,485.3171999566257,1320.4021608643457
1788816236,9,,Aggregated,5.300000,2.200000,7,8,9,10,14,41,43,46,490,490,490,840,394,7,10.84572178619315,1.458899991121143,485.3171999566257,1313.275
1788816237,9,,Aggregated,5.700000,2.400000,7,8,9,10,14,41,43,46,490,490,490,845,397,7,10.813075266695808,1.458899991121143,485.3171999566257,1309.4792899408285
1788816238,9,,Aggregated,5.400000,2.100000,7,8,9,10,14,41,43,46,490,490,490,851,399,7,10.818415511627688,1.458899991121143,485.3171999566257,1316.623971797885
1788816239,9,,Aggregated,5.600000,2.400000,7,8,9,10,14,41,43,46,490,490,490,856,401,7,10.791395210702337,1.458899991121143,485.3171999566257,1313.1507009345794
1788816240,9,,Aggregated,5.600000,2.400000,7,8,9,10,14,41,43,46,490,490,490,860,403,7,10.766801977161924,1.458899991121143,485.3171999566257,1308.4872093023255
1788816241,9,,Aggregated,5.500000,2.300000,7,8,9,10,14,41,43,46,490,490,490,867,405,7,10.73804567507581,1.458899991121143,485.3171999566257,1304.6689734717415
1788816242,9,,Aggregated,5.500000,2.300000,7,8,9,10,14,41,43,46,490,490,490,871,408,7,10.710950287331075,1.458899991121143,485.3171999566257,1300.7060849598163
1788816243,9,,Aggregated,5.500000,2.300000,7,8,9,10,14,41,43,46,490,490,490,879,411,7,10.714434243755074,1.458899991121143,485.3171999566257,1305.8953356086463
1788816244,9,,Aggregated,5.200000,2.100000,7,8,9,10,14,41,43,46,490,490,490,883,411,7,10.715433409187566,1.458899991121143,485.3171999566257,1305.8607021517553
1788816245,9,,Aggregated,5.200000,2.000000,7,8,9,10,14,41,43,46,490,490,490,888,414,7,10.682605631003966,1.458899991121143,485.3171999566257,1300.9042792792793
1788816246,9,,Aggregated,5.400000,2.300000,7,8,9,10,14,41,43,46,490,490,490,894,416,7,10.66412941877724,1.458899991121143,485.3171999566257,1298.351230425056
1788816247,9,,Aggregated,5.400000,2.300000,7,8,9,10,14,41,43,46,490,490,490,900,419,7,10.671737778272169,1.458899991121143,485.3171999566257,1304.48
1788816248,9,,Aggregated,5.700000,2.400000,7,8,9,10,14,41,43,46,490,490,490,906,422,7,10.636276711204045,1.458899991121143,485.3171999566257,1299.0220750551875
1788816249,9,,Aggregated,5.400000,2.200000,7,8,9,10,14,41,43,46,490,490,490,911,424,7,10.65140834288277,1.458899991121143,485.3171999566257,1307.0482985729966
1788816250,9,,Aggregated,5.500000,2.300000,7,8,9,10,14,41,43,46,490,490,490,917,428,7,10.652176990550045,1.458899991121143,485.3171999566257,1312.143947655398
1788816251,9,,Aggregated,5.300000,2.100000,7,8,9,10,14,41,43,46,490,490,490,922,432,7,10.622198807281178,1.458899991121143,485.3171999566257,1307.0347071583515
1788816252,9,,Aggregated,5.300000,2.300000,7,8,9,10,14,41,43,46,490,490,490,928,435,7,10.623668642689028,1.458899991121143,485.3171999566257,1313.2327586206898
1788816253,9,,Aggregated,5.600000,2.500000,7,8,9,10,14,41,43,46,490,490,490,933,439,7,10.587109968334232,1.458899991121143,485.3171999566257,1307.2754555198285
1788816254,9,,Aggregated,5.700000,2.800000,7,8,9,10,14,41,43,46,490,490,490,940,443,7,10.57877319207306,1.458899991121143,485.3171999566257,1311.4138297872341
1788816255,9,,Aggregated,5.700000,2.900000,7,8,9,10,14,41,43,46,490,490,490,944,445,7,10.566593538681182,1.458899991121143,485.3171999566257,1309.9608050847457
1788816256,9,,Aggregated,5.700000,2.900000,7,8,9,10,14,41,43,46,490,490,490,950,449,7,10.540856105814639,1.458899991121143,485.3171999566257,1304.8578947368421
1788816257,9,,Aggregated,5.600000,3.000000,7,8,9,10,14,41,43,46,490,490,490,955,453,7,10.540997801611873,1.458899991121143,485.3171999566257,1310.6879581151832
1788816258,9,,Aggregated,5.300000,3.000000,7,8,9,10,14,41,43,46,490,490,490,962,458,7,10.504890748978788,1.458899991121143,485.3171999566257,1303.985446985447
1788816259,9,,Aggregated,5.400000,3.300000,7,8,9,10,14,41,43,46,490,490,490,966,459,7,10.493717598813195,1.458899991121143,485.3171999566257,1302.8416149068323
1788816260,9,,Aggregated,5.300000,3.200000,7,8,9,10,14,41,43,46,490,490,490,972,464,7,10.44990463006749,1.458899991121143,485.3171999566257,1295.9074074074074
1788816261,9,,Aggregated,5.800000,3.700000,7,8,9,10,14,41,43,46,490,490,490,978,468,7,10.420415133255933,1.458899991121143,485.3171999566257,1292.1482617586912
1788816262,9,,Aggregated,5.800000,3.800000,7,8,9,10,14,41,43,46,490,490,490,984,471,7,10.394814227943353,1.458899991121143,485.3171999566257,1287.9542682926829
1788816263,9,,Aggregated,5.600000,3.600000,7,8,9,10,14,41,43,46,490,490,490,987,472,7,10.424831307296412,1.458899991121143,485.3171999566257,1297.1388044579535
1788816264,9,,Aggregated,5.400000,3.500000,7,8,9,10,14,41,43,46,490,490,490,993,477,7,10.38419546856998,1.458899991121143,485.3171999566257,1291.3222557905337
1788816265,9,,Aggregated,5.300000,3.400000,7,8,9,10,14,41,43,45,390,490,490,1001,482,7,10.37707652377484,1.458899991121143,485.3171999566257,1294.5704295704295
